carat;cut;color;clarity;depth;table;price;x;y;z
97;Ideal;F;I1;607;56;2830;641;643;39
53;Ideal;F;VVS1;609;57;2830;523;529;319
53;Ideal;F;VVS1;618;57;2830;516;519;32
8;Ideal;I;VS2;621;544;2830;594;599;37
9;Premium;G;SI1;606;62;2830;621;613;374
76;Very Good;E;SI2;608;60;2831;589;598;361
72;Ideal;E;SI1;623;57;2831;57;576;357
75;Ideal;E;SI1;614;57;2831;582;587;359
72;Premium;E;SI1;621;58;2831;573;576;357
79;Ideal;G;SI1;618;56;2831;593;591;366
72;Very Good;F;VS2;625;58;2832;571;575;358
91;Very Good;I;SI2;628;61;2832;615;618;387
71;Premium;G;VVS2;621;57;2832;575;565;354
81;Premium;G;SI1;63;60;2832;587;581;368
82;Ideal;H;SI1;625;57;2832;591;597;371
71;Premium;F;VS1;622;58;2832;572;566;354
9;Good;J;SI1;643;63;2832;605;601;388
8;Very Good;I;VS2;62;58;2833;586;595;366
56;Very Good;E;IF;61;59;2833;528;534;324
7;Very Good;D;VS2;596;61;2833;577;58;345
7;Ideal;D;VS2;61;57;2833;574;576;351
61;Ideal;F;VVS2;617;55;2833;545;548;337
85;Ideal;H;SI2;625;57;2833;602;607;378
7;Ideal;F;SI1;607;57;2833;573;575;349
8;Ideal;G;VS2;622;56;2834;594;587;367
8;Ideal;H;VS2;628;57;2834;591;587;37
51;Very Good;D;VVS1;599;58;2834;516;519;31
53;Ideal;F;VVS1;614;57;2834;52;523;32
78;Ideal;I;VS2;618;55;2834;592;595;367
9;Very Good;J;SI1;634;54;2834;617;614;39
9;Fair;G;SI2;653;59;2834;607;6;394
77;Ideal;E;SI2;607;55;2834;601;595;363
73;Ideal;F;VS1;612;56;2835;589;581;358
63;Ideal;F;VVS2;619;57;2835;547;551;34
7;Ideal;E;VS2;615;54;2835;57;575;352
72;Ideal;E;VS2;628;57;2835;571;573;359
72;Ideal;E;SI1;61;57;2835;578;58;353
75;Premium;F;VS2;596;59;2835;604;594;357
82;Very Good;H;SI1;607;56;2836;604;606;367
71;Good;E;VS2;628;60;2836;56;565;353
7;Premium;E;VS1;626;59;2837;569;566;355
7;Ideal;E;VS1;618;56;2837;574;569;353
71;Ideal;F;SI1;598;53;2838;586;582;349
76;Very Good;H;SI1;609;55;2838;592;594;361
82;Fair;F;SI1;649;58;2838;583;579;377
72;Premium;F;VS1;588;60;2838;591;589;347
7;Premium;F;VS2;623;58;2838;572;564;354
7;Premium;F;VS2;617;58;2838;569;563;349
7;Premium;G;VS1;626;55;2838;573;564;356
7;Premium;F;VS2;594;61;2838;583;579;345
7;Very Good;E;SI1;635;59;2838;553;549;35
7;Premium;F;VS2;609;61;2838;571;566;346
7;Premium;F;VS2;595;58;2838;585;575;345
7;Premium;G;VS1;63;60;2838;564;557;353
74;Very Good;E;SI1;60;57;2839;585;589;352
71;Ideal;F;VS1;615;57;2839;574;571;352
7;Ideal;F;VS1;616;54;2839;575;572;353
71;Ideal;F;VS1;621;55;2839;582;568;357
71;Premium;F;VS1;591;61;2839;584;581;344
71;Premium;F;VS1;59;60;2839;582;58;343
71;Premium;F;VS1;605;58;2839;575;572;347
7;Ideal;F;VS1;624;53;2839;573;571;357
73;Ideal;G;VS2;618;54;2839;58;582;359
7;Ideal;E;VS2;621;54;2839;569;572;354
7;Ideal;G;VS1;613;57;2839;571;574;351
71;Premium;G;VVS2;603;58;2839;582;578;35
71;Premium;F;VS1;592;58;2839;587;582;346
79;Premium;G;VS2;593;62;2839;609;601;359
71;Premium;F;VS1;627;59;2839;57;562;355
77;Very Good;H;VS1;61;60;2840;59;587;359
75;Very Good;F;SI2;598;56;2840;585;592;352
7;Ideal;F;SI1;61;56;2840;575;58;352
71;Premium;F;VS2;593;56;2840;588;582;347
92;Ideal;D;SI2;619;56;2840;627;62;386
83;Premium;F;SI2;614;59;2840;608;604;372
7;Premium;H;VVS1;592;60;2840;587;578;345
73;Premium;F;VS2;603;59;2841;59;587;355
71;Very Good;D;VS1;634;55;2841;569;561;358
73;Very Good;D;SI1;639;57;2841;566;571;363
82;Ideal;F;SI2;617;53;2841;6;612;374
82;Ideal;F;SI2;623;56;2841;596;602;373
82;Very Good;F;SI2;597;57;2841;612;614;366
52;Ideal;F;VVS1;612;56;2841;519;521;318
1;Premium;F;I1;589;60;2841;66;655;387
95;Fair;G;SI1;667;56;2841;616;603;406
73;Ideal;D;SI1;614;57;2841;576;58;355
73;Premium;F;VS2;599;59;2841;587;577;35
73;Premium;G;VS1;614;58;2841;582;577;356
8;Ideal;I;VS1;626;54;2842;592;596;372
7;Premium;F;VS2;587;61;2842;58;572;338
7;Very Good;E;VS2;602;62;2843;571;575;345
7;Very Good;E;VS2;627;58;2843;565;567;355
71;Very Good;E;VS2;594;58;2843;576;582;344
81;Very Good;F;SI2;632;58;2843;591;592;374
71;Very Good;D;SI1;615;58;2843;573;579;354
73;Ideal;G;VVS2;613;57;2843;581;584;357
73;Very Good;F;VS1;618;59;2843;573;579;356
72;Ideal;E;VS2;62;57;2843;571;574;355
81;Ideal;F;SI2;621;57;2843;591;595;368
71;Ideal;G;VVS2;607;57;2843;581;578;352
73;Very Good;E;SI1;577;61;2844;592;596;343
7;Very Good;E;VS1;62;59;2844;565;568;351
101;Ideal;I;I1;615;57;2844;645;646;397
101;Good;I;I1;631;57;2844;635;639;402
79;Ideal;H;VS2;625;57;2844;591;593;37
7;Very Good;E;VS2;618;59;2845;565;568;35
7;Very Good;E;VS2;589;60;2845;583;585;344
8;Good;H;VS2;634;60;2845;592;582;372
127;Premium;H;SI2;593;61;2845;712;705;42
79;Ideal;D;SI1;615;56;2846;596;591;365
72;Very Good;F;VS1;602;59;2846;579;584;35
73;Ideal;H;VVS2;616;56;2846;579;584;358
101;Fair;H;SI2;654;59;2846;63;626;411
101;Good;H;I1;642;61;2846;625;618;399
73;Ideal;E;SI1;591;59;2846;592;595;351
7;Ideal;E;SI1;616;57;2846;571;576;353
7;Good;F;VS2;591;61;2846;576;584;343
77;Premium;E;SI1;629;59;2846;584;579;366
77;Premium;G;VS2;613;60;2846;591;581;359
77;Premium;G;VS1;614;58;2846;594;589;363
84;Very Good;H;SI1;612;57;2847;61;612;374
72;Ideal;E;SI1;603;57;2847;583;585;352
76;Premium;D;SI1;611;59;2847;593;588;361
7;Very Good;G;VVS2;629;59;2848;561;568;355
54;Ideal;D;VVS2;615;55;2848;525;529;324
75;Fair;D;SI2;646;57;2848;574;572;37
79;Good;E;SI1;641;54;2849;586;584;375
74;Very Good;E;VS1;631;58;2849;575;573;362
7;Very Good;E;VS2;61;60;2850;574;577;351
7;Ideal;F;VS2;608;59;2850;569;579;349
75;Ideal;J;SI1;615;56;2850;583;587;36
12;Very Good;H;I1;631;60;2850;675;667;423
8;Very Good;F;SI1;634;57;2851;589;582;371
66;Ideal;D;VS1;621;56;2851;554;557;345
87;Very Good;F;SI2;61;63;2851;622;607;375
86;Premium;H;SI1;627;59;2851;604;598;377
74;Ideal;F;SI1;61;57;2851;585;581;356
58;Very Good;E;IF;606;59;2852;537;543;327
78;Ideal;I;VS1;615;57;2852;588;592;363
74;Ideal;G;SI1;613;55;2852;585;586;359
73;Ideal;E;SI1;627;55;2852;57;579;36
91;Very Good;I;SI1;635;57;2852;612;607;387
71;Premium;F;VS2;626;58;2853;567;57;356
71;Good;G;VS1;635;55;2853;564;566;359
79;Ideal;D;SI2;628;57;2853;59;585;369
79;Premium;D;SI2;60;60;2853;607;603;363
71;Premium;E;SI1;627;58;2853;573;566;357
82;Premium;I;VS1;619;58;2853;599;597;37
78;Very Good;H;VS1;619;571;2854;587;595;366
7;Very Good;E;VS1;624;56;2854;564;57;354
112;Premium;H;I1;591;61;2854;678;675;4
73;Premium;E;VS2;62;57;2854;586;576;36
91;Fair;J;VS2;644;62;2854;606;603;389
91;Fair;J;VS2;654;60;2854;604;6;394
91;Good;J;VS2;642;58;2854;612;609;392
91;Fair;H;SI1;658;58;2854;604;601;396
7;Premium;E;VS1;584;59;2854;591;583;343
68;Premium;F;VVS2;617;57;2854;567;564;349
73;Very Good;F;VS2;625;57;2855;57;575;358
103;Good;J;SI1;636;57;2855;638;629;403
74;Premium;D;VS2;624;57;2855;58;574;36
98;Fair;E;SI2;533;67;2855;682;674;361
102;Fair;I;SI1;53;63;2856;684;677;366
1;Fair;G;SI2;678;61;2856;596;59;402
102;Ideal;H;SI2;616;55;2856;649;643;398
6;Ideal;F;VVS2;608;57;2856;544;549;332
8;Ideal;G;SI2;616;56;2856;597;601;369
97;Ideal;F;I1;607;56;2856;643;641;39
1;Fair;I;SI1;679;62;2856;619;603;415
26;Ideal;E;VS1;623;57;556;405;408;253
26;Ideal;E;VS1;621;56;556;409;412;255
36;Ideal;H;SI1;619;55;556;457;459;283
34;Good;G;VS2;575;61;556;46;466;266
34;Good;E;SI1;633;57;556;444;447;282
34;Good;E;SI1;635;55;556;444;447;283
34;Good;E;SI1;634;55;556;444;446;282
34;Very Good;G;VS2;596;62;556;454;456;271
34;Ideal;E;SI1;622;54;556;447;45;279
32;Good;E;VS2;641;54;556;434;437;279
31;Ideal;I;VVS1;616;55;557;436;441;27
31;Ideal;I;VVS1;613;56;557;436;438;268
31;Ideal;I;VVS1;623;54;557;437;44;273
31;Ideal;I;VVS1;62;54;557;437;44;272
31;Ideal;I;VVS1;627;53;557;433;435;272
31;Ideal;I;VVS1;622;53;557;436;438;272
31;Ideal;G;VS2;622;536;557;432;435;27
31;Ideal;H;VS1;616;548;557;435;437;269
31;Ideal;H;VS1;618;542;557;433;437;269
33;Premium;G;SI2;594;59;557;452;45;268
33;Premium;F;SI2;623;58;557;443;44;275
33;Premium;G;SI2;626;58;557;442;44;276
33;Ideal;G;SI2;619;56;557;445;441;274
33;Premium;F;SI2;63;58;557;442;44;278
33;Premium;J;VS1;628;58;557;441;438;276
33;Premium;J;VS1;615;61;557;446;439;272
33;Ideal;J;VS1;621;55;557;444;441;275
33;Ideal;I;SI1;63;57;557;439;437;276
33;Good;I;SI1;636;53;557;443;44;281
33;Premium;I;SI1;604;59;557;454;45;273
1;Fair;H;SI2;661;56;2856;621;597;404
77;Premium;F;SI1;608;59;2856;592;586;358
77;Premium;F;SI1;61;58;2856;594;59;361
7;Good;E;VVS2;601;63;2857;568;571;342
9;Very Good;G;SI2;631;58;2857;608;602;382
72;Ideal;E;SI1;623;57;2857;576;57;357
9;Premium;I;VS2;619;59;2857;62;614;382
72;Premium;E;SI1;621;58;2857;576;573;357
7;Ideal;G;VVS2;621;56;2858;563;571;352
81;Very Good;F;SI1;613;57;2858;602;605;37
81;Very Good;F;SI1;617;57;2858;6;605;372
71;Premium;E;VS2;61;60;2858;576;569;349
7;Premium;E;VS2;614;59;2858;573;57;351
71;Premium;E;VS2;615;60;2858;576;568;352
71;Very Good;E;VS2;635;59;2858;568;559;358
92;Premium;J;SI1;629;58;2858;622;618;39
76;Ideal;E;SI1;627;54;2858;588;583;367
73;Ideal;D;SI1;615;56;2858;584;58;358
71;Premium;D;VS2;604;62;2858;574;572;346
7;Good;E;VVS2;636;62;2858;561;558;356
9;Fair;G;SI2;645;56;2858;606;6;389
71;Fair;D;VS2;569;65;2858;589;584;334
7;Ideal;D;VS2;61;57;2859;576;574;351
7;Premium;D;VS2;624;56;2859;572;566;355
77;Premium;F;VS1;609;60;2859;591;588;359
71;Ideal;G;VS1;615;56;2859;574;578;354
7;Premium;D;VS2;596;61;2859;58;577;345
75;Fair;F;VS1;558;70;2859;609;598;337
83;Premium;E;SI2;592;60;2859;617;612;364
71;Very Good;F;VS2;613;61;2860;568;573;35
9;Very Good;J;SI2;636;58;2860;607;61;387
6;Ideal;E;VVS2;619;549;2860;541;544;335
71;Premium;D;VS1;629;57;2860;566;56;354
53;Ideal;F;VVS1;614;57;2860;523;52;32
71;Premium;D;SI1;607;58;2861;595;578;356
62;Ideal;G;VVS2;616;56;2861;545;548;337
62;Ideal;G;VVS2;616;56;2861;548;551;338
9;Premium;I;SI1;63;58;2861;609;601;381
62;Fair;F;IF;601;61;2861;553;556;333
82;Premium;E;SI2;617;59;2861;601;598;37
66;Premium;D;VS1;61;58;2861;567;557;343
7;Very Good;D;SI1;625;55;2862;567;572;356
8;Very Good;F;SI1;626;58;2862;59;592;37
8;Very Good;D;SI2;625;59;2862;588;592;369
79;Premium;F;SI1;623;54;2862;597;591;37
71;Very Good;F;VVS1;632;60;2862;565;561;356
7;Ideal;H;VS2;611;57;2862;571;574;35
7;Very Good;E;VS2;587;63;2862;573;569;335
79;Premium;H;VS1;60;60;2862;607;599;364
7;Premium;E;VS2;595;59;2862;582;577;345
122;Premium;E;I1;609;57;2862;693;688;421
101;Fair;E;SI2;676;57;2862;621;611;418
73;Premium;E;VS2;625;61;2862;578;564;359
91;Good;I;VS2;643;58;2863;605;609;39
71;Ideal;D;SI1;608;56;2863;58;577;352
83;Premium;G;SI1;623;58;2863;601;597;373
84;Premium;F;SI2;623;59;2863;606;601;376
71;Premium;D;SI1;61;61;2863;582;575;353
71;Premium;D;SI1;597;59;2863;582;58;347
71;Premium;D;SI1;617;56;2863;58;568;354
71;Ideal;D;SI1;617;57;2863;575;57;353
71;Premium;D;SI1;614;58;2863;579;575;354
71;Premium;D;SI1;606;58;2863;579;577;35
91;Premium;J;SI1;595;62;2863;64;618;374
9;Premium;J;VS2;598;62;2863;624;621;372
71;Premium;H;VVS2;615;62;2863;574;568;351
71;Premium;E;SI1;591;61;2863;584;58;344
72;Ideal;F;VS2;595;57;2863;591;586;35
72;Premium;E;SI1;609;60;2863;578;574;351
71;Ideal;E;VS2;61;55;2863;579;575;352
81;Ideal;E;SI2;603;57;2864;607;604;365
83;Very Good;I;VS2;616;58;2865;605;607;373
73;Premium;D;SI1;608;55;2865;587;581;355
56;Very Good;D;VVS1;62;56;2866;525;53;327
56;Very Good;D;VVS1;618;55;2866;527;531;327
71;Ideal;E;VS1;622;55;2866;574;57;356
7;Ideal;H;VVS1;623;58;2866;566;57;354
96;Premium;I;SI1;613;58;2866;639;63;389
71;Very Good;H;VVS1;629;57;2867;567;569;357
7;Ideal;D;VS2;624;57;2867;568;561;352
71;Ideal;H;VVS1;604;57;2867;578;581;35
8;Premium;H;VS2;612;53;2867;605;598;368
95;Premium;F;SI2;584;57;2867;649;641;377
82;Ideal;F;SI2;623;56;2867;599;595;372
52;Ideal;F;VVS1;612;56;2867;521;519;318
82;Ideal;F;SI2;617;53;2867;612;6;374
82;Ideal;F;SI2;623;56;2867;602;596;373
82;Premium;F;SI2;597;57;2867;614;612;366
8;Ideal;G;SI1;613;57;2867;596;591;364
96;Fair;F;SI2;682;61;2867;607;588;41
72;Ideal;I;VS1;624;55;2868;572;575;358
62;Ideal;G;IF;605;57;2868;552;556;335
79;Premium;E;SI2;61;58;2868;596;59;362
75;Very Good;E;SI1;631;56;2868;578;57;362
108;Premium;D;I1;619;60;2869;655;648;403
72;Ideal;E;SI1;608;55;2869;577;584;353
62;Ideal;G;IF;618;56;2869;543;547;337
73;Ideal;G;VVS2;613;57;2869;584;581;357
72;Ideal;H;VVS2;609;57;2869;579;577;352
52;Premium;F;VVS2;618;60;2870;516;513;318
83;Ideal;E;SI2;622;57;2870;6;605;375
64;Premium;E;VVS2;621;58;2870;556;551;344
8;Ideal;G;SI1;625;57;2870;594;59;37
74;Ideal;H;SI1;621;56;2870;577;583;36
72;Ideal;F;SI1;615;56;2870;572;579;354
82;Ideal;H;VS2;595;57;2870;612;609;363
73;Premium;E;VS1;613;59;2870;581;578;355
104;Premium;I;I1;616;61;2870;647;645;398
73;Very Good;E;SI1;613;58;2871;576;583;355
73;Good;E;SI1;636;57;2871;57;572;363
9;Premium;J;SI1;628;59;2871;613;603;382
75;Ideal;I;SI1;618;55;2871;583;585;361
79;Ideal;G;SI1;626;55;2871;591;595;371
7;Good;D;SI1;625;567;2872;559;562;351
75;Very Good;D;SI1;607;55;2872;587;592;358
102;Ideal;I;I1;617;56;2872;644;649;399
7;Very Good;G;SI2;59;62;2872;579;581;342
7;Ideal;D;SI1;618;56;2872;563;573;351
7;Good;E;SI1;614;64;2872;566;571;349
7;Ideal;D;SI1;614;54;2872;571;575;352
7;Ideal;D;SI1;607;56;2872;572;575;348
7;Very Good;D;SI1;602;60;2872;575;582;348
72;Very Good;E;VS2;583;57;2872;589;594;345
74;Ideal;E;SI1;623;58;2872;574;578;359
84;Good;G;SI1;651;55;2872;588;597;386
76;Very Good;F;VS2;62;58;2873;58;586;362
77;Very Good;E;SI1;632;58;2873;58;584;368
76;Ideal;E;SI2;628;56;2873;578;582;364
1;Ideal;I;SI2;617;56;2873;645;641;397
1;Fair;H;SI1;655;62;2873;614;607;4
9;Fair;I;SI1;657;58;2873;603;6;395
9;Premium;J;SI1;618;58;2873;616;613;38
9;Good;J;SI1;64;61;2873;6;596;383
9;Fair;I;SI1;653;61;2873;598;594;389
9;Fair;I;SI1;658;56;2873;601;596;394
9;Premium;J;SI1;609;61;2873;626;622;38
78;Premium;F;VS2;626;58;2874;591;582;367
71;Premium;D;VS2;612;59;2874;569;574;35
7;Premium;F;VS1;59;59;2874;579;577;341
7;Premium;F;VS1;608;62;2874;571;567;346
7;Premium;G;VVS2;618;58;2874;567;563;349
7;Ideal;F;VS1;61;55;2874;577;573;351
7;Ideal;F;VS1;616;55;2874;575;571;353
7;Ideal;F;VS1;624;56;2874;569;565;354
7;Premium;G;VVS2;629;59;2874;568;561;355
1;Fair;H;SI2;677;60;2875;611;598;409
77;Ideal;H;SI1;624;56;2875;584;59;366
1;Fair;J;VS1;655;55;2875;63;625;411
1;Fair;I;SI1;663;61;2875;608;603;401
1;Fair;H;SI2;695;55;2875;617;61;426
73;Premium;E;VS1;626;60;2876;568;575;358
79;Premium;E;VS2;606;53;2876;604;598;364
72;Very Good;H;VS1;622;54;2877;574;576;357
71;Ideal;E;VS1;624;56;2877;575;57;357
74;Ideal;G;VS2;623;55;2877;58;583;362
7;Good;H;VVS1;627;56;2877;56;566;353
7;Good;F;VS1;591;62;2877;582;586;344
79;Very Good;F;SI1;628;59;2878;586;589;369
79;Very Good;F;SI1;627;60;2878;582;589;367
79;Very Good;D;SI2;597;58;2878;6;607;36
71;Ideal;I;VS2;615;55;2878;576;578;355
79;Ideal;F;SI1;628;56;2878;588;59;37
73;Very Good;F;SI1;614;56;2879;581;586;358
63;Premium;E;IF;603;62;2879;555;553;334
7;Premium;F;VS1;604;60;2879;573;57;345
71;Premium;F;VS1;627;58;2879;571;567;357
84;Ideal;G;SI2;61;56;2879;613;61;373
84;Ideal;G;SI2;623;55;2879;608;603;377
102;Ideal;J;SI2;603;54;2879;653;65;393
72;Fair;F;VS1;569;69;2879;593;577;333
72;Ideal;F;VS1;62;56;2879;576;573;356
92;Very Good;J;SI2;587;61;2880;634;643;375
74;Very Good;D;SI1;639;57;2880;572;574;366
7;Ideal;H;VVS1;62;55;2881;574;571;355
71;Very Good;E;VS2;60;59;2881;584;583;35
105;Premium;H;I1;62;59;2881;65;647;402
7;Very Good;H;IF;628;56;2882;562;565;354
54;Ideal;F;VVS1;618;56;2882;523;526;324
73;Premium;F;VS2;599;58;2882;587;584;351
88;Fair;F;SI1;566;65;2882;639;632;36
73;Premium;F;VS2;587;57;2882;597;592;349
72;Ideal;D;SI1;618;56;2883;575;581;357
9;Good;H;SI2;627;64;2883;609;6;379
9;Fair;H;SI2;65;61;2883;601;596;389
103;Fair;I;SI2;653;55;2884;632;627;411
84;Very Good;F;SI1;638;57;2885;595;6;381
101;Premium;I;SI1;627;60;2885;636;627;396
77;Ideal;D;SI2;615;55;2885;59;593;364
8;Fair;E;SI1;563;63;2885;622;614;348
9;Fair;D;SI2;669;57;2885;602;59;399
73;Ideal;E;SI1;614;56;2886;579;581;356
72;Ideal;E;SI1;627;55;2886;564;569;355
71;Very Good;D;SI1;624;54;2887;571;579;359
7;Premium;E;VS1;626;59;2887;566;569;355
79;Ideal;I;VS1;617;59;2888;593;596;367
72;Very Good;G;VVS2;625;58;2889;568;572;356
7;Very Good;E;VS2;635;54;2889;562;566;358
7;Very Good;F;VS1;622;58;2889;564;575;354
9;Good;H;SI2;635;58;2889;609;614;388
71;Very Good;F;VS1;628;56;2889;569;572;358
5;Ideal;E;VVS2;622;54;2889;508;512;317
5;Ideal;E;VVS2;622;54;2889;509;511;317
74;Ideal;F;SI1;612;56;2889;583;587;358
77;Premium;F;VS2;618;56;2889;594;59;366
77;Premium;E;SI1;598;61;2889;599;595;357
8;Ideal;F;SI1;615;54;2890;607;6;371
8;Ideal;F;SI1;624;57;2890;59;587;367
8;Premium;F;SI1;615;60;2890;597;594;366
8;Good;F;SI1;638;59;2890;587;583;373
66;Ideal;G;VVS1;615;56;2890;561;558;344
71;Very Good;E;VS2;612;58;2891;571;579;352
71;Ideal;F;VS2;612;56;2891;573;577;352
71;Ideal;E;VS2;616;56;2891;574;576;354
71;Ideal;E;VS2;627;56;2891;571;575;359
72;Ideal;D;SI1;611;56;2891;578;581;354
71;Good;D;VS2;623;61;2891;57;573;356
86;Ideal;H;SI2;618;55;2892;612;614;379
119;Fair;H;I1;651;59;2892;662;655;429
71;Very Good;F;VS1;626;55;2893;566;571;356
82;Very Good;G;SI2;625;56;2893;599;604;376
71;Ideal;G;VVS2;615;57;2893;573;575;353
75;Ideal;F;VS2;625;57;2893;578;583;363
7;Very Good;H;VVS1;592;60;2893;587;578;345
8;Ideal;G;SI2;625;55;2893;589;592;369
82;Good;G;SI2;599;62;2893;602;604;361
82;Very Good;G;SI1;634;55;2893;6;593;378
82;Premium;G;SI1;599;59;2893;609;606;364
81;Very Good;E;SI2;624;57;2894;591;599;371
81;Ideal;G;SI2;622;57;2894;596;6;372
76;Ideal;F;SI1;614;56;2894;588;592;362
71;Very Good;G;VS2;609;56;2895;575;578;351
7;Very Good;F;VS1;618;59;2895;566;576;353
7;Ideal;G;VVS2;621;53;2895;571;575;356
74;Very Good;G;VS1;598;58;2896;585;589;351
77;Very Good;G;VS2;613;60;2896;581;591;359
77;Very Good;G;VS2;583;63;2896;6;605;351
53;Ideal;F;VVS1;616;56;2896;518;524;321
79;Ideal;D;SI1;615;56;2896;591;596;365
73;Ideal;E;SI2;615;55;2896;582;586;359
77;Ideal;D;SI2;621;56;2896;583;589;364
77;Premium;E;SI1;609;58;2896;594;588;36
101;Very Good;I;I1;631;57;2896;639;635;402
101;Ideal;I;I1;615;57;2896;646;645;397
6;Very Good;D;VVS2;606;57;2897;548;551;333
76;Premium;E;SI1;611;58;2897;591;585;359
54;Ideal;D;VVS2;614;52;2897;53;534;326
72;Ideal;E;SI1;625;55;2897;569;574;357
72;Good;F;VS1;594;61;2897;582;589;348
74;Premium;D;VS2;618;58;2897;581;577;358
112;Premium;J;SI2;606;59;2898;668;661;403
75;Ideal;D;SI1;623;55;2898;583;58;362
77;Ideal;D;SI1;626;57;2898;592;581;367
98;Good;H;SI2;579;56;2898;651;647;376
79;Ideal;G;SI1;611;57;2898;598;593;364
79;Ideal;G;SI1;623;57;2898;59;585;366
79;Ideal;G;SI1;623;57;2898;59;585;366
79;Ideal;G;SI1;623;57;2898;59;585;366
79;Ideal;G;SI1;623;57;2898;59;585;366
79;Ideal;G;SI1;623;57;2898;59;585;366
7;Good;G;VVS1;599;61;2899;575;581;346
7;Very Good;F;SI1;619;58;2900;571;572;354
72;Premium;D;VS1;627;58;2900;568;565;355
8;Premium;F;SI1;627;58;2901;591;593;371
81;Ideal;E;SI2;63;56;2901;595;59;373
81;Premium;E;SI2;625;59;2901;597;59;371
74;Ideal;E;VS2;619;57;2901;581;578;359
73;Premium;E;VS2;62;60;2902;576;573;356
73;Ideal;E;VS2;614;55;2902;582;58;357
75;Ideal;G;SI1;616;55;2902;582;586;36
71;Fair;E;VS2;646;59;2902;562;559;362
71;Premium;E;VS2;596;60;2902;585;58;347
75;Premium;D;SI1;628;60;2903;578;574;362
75;Ideal;D;SI1;623;57;2903;583;58;362
72;Ideal;D;SI1;619;55;2903;578;575;357
72;Premium;D;SI1;614;59;2903;579;571;353
72;Premium;E;VS2;611;59;2903;58;575;353
79;Very Good;F;SI1;63;54;2904;591;594;373
79;Very Good;D;SI2;628;57;2904;585;59;369
7;Very Good;E;VS1;584;59;2904;583;591;343
62;Ideal;E;VVS2;62;56;2904;548;552;341
7;Very Good;G;VVS2;593;62;2905;578;582;344
7;Very Good;G;VVS2;634;59;2905;562;564;357
7;Very Good;G;VVS2;633;59;2905;559;562;355
71;Very Good;G;VS2;621;58;2905;565;571;353
86;Very Good;I;VS1;612;58;2905;61;616;375
53;Ideal;D;VVS1;625;54;2905;516;521;324
91;Very Good;J;SI1;635;58;2905;617;612;39
95;Good;I;SI2;638;57;2905;623;613;394
91;Premium;J;SI1;628;59;2905;619;614;387
74;Very Good;D;VS2;624;57;2906;574;58;36
8;Ideal;I;VS1;622;58;2906;592;595;369
74;Good;E;SI1;628;61;2906;574;576;361
61;Ideal;E;VVS2;624;539;2907;542;543;338
61;Ideal;E;VVS2;624;536;2907;542;545;339
61;Ideal;E;VVS2;621;542;2907;543;545;338
72;Ideal;H;VVS1;628;57;2907;568;572;358
7;Ideal;F;VS2;623;53;2907;569;573;356
71;Ideal;F;VS1;619;56;2907;57;574;354
79;Ideal;G;SI1;603;60;2907;598;602;362
72;Ideal;E;SI1;626;56;2907;57;573;358
33;Ideal;G;SI2;629;55;557;446;441;279
39;Ideal;H;SI2;615;57;558;466;47;288
32;Ideal;D;SI1;613;55;558;441;446;272
25;Premium;F;VS1;612;59;558;405;402;247
25;Good;F;VS1;636;57;558;404;401;256
25;Premium;E;VS1;607;59;558;413;411;25
25;Premium;E;VS1;615;60;558;404;402;248
31;Premium;I;VS2;608;58;558;437;434;265
31;Premium;I;VS2;598;60;558;442;438;263
31;Very Good;I;VS2;632;55;558;44;43;275
31;Premium;I;VS2;623;57;558;435;432;27
31;Premium;H;SI1;587;60;558;447;443;261
31;Premium;H;SI1;627;58;558;434;431;271
31;Ideal;E;SI2;617;56;558;44;435;27
31;Ideal;E;SI2;601;57;558;444;441;266
31;Ideal;E;SI2;613;55;558;437;434;267
31;Premium;I;VS2;608;60;558;442;437;267
31;Ideal;I;VS2;599;57;558;44;438;263
31;Premium;I;VS2;599;60;558;444;441;265
31;Premium;I;VS2;611;58;558;438;436;267
31;Premium;I;VS2;607;61;558;434;432;263
31;Very Good;I;VS2;631;54;558;434;431;273
31;Premium;I;VS2;623;60;558;432;431;269
31;Premium;H;SI1;617;59;558;439;436;27
31;Premium;H;SI1;61;61;558;439;433;266
31;Good;H;SI1;636;57;558;431;428;273
31;Premium;H;SI1;624;57;558;435;431;27
31;Premium;H;SI1;628;58;558;432;428;27
31;Ideal;H;SI1;629;56;558;431;427;27
31;Premium;E;SI2;609;60;558;438;435;266
82;Very Good;H;SI1;636;56;2908;59;595;377
73;Ideal;I;VS1;615;55;2908;58;584;358
7;Premium;D;VS2;61;60;2909;575;57;349
7;Premium;D;VS2;609;57;2909;571;569;347
71;Ideal;H;VS1;612;56;2909;576;581;354
71;Ideal;H;VS1;619;56;2909;57;574;354
9;Ideal;I;SI2;619;57;2909;619;613;381
71;Very Good;D;VS1;629;57;2910;56;566;354
105;Premium;I;SI2;583;57;2911;672;667;39
59;Ideal;E;VVS2;611;57;2911;539;541;33
71;Ideal;G;VS2;606;56;2911;576;58;35
77;Good;F;VS2;603;61;2911;589;596;357
73;Good;E;VS2;642;54;2912;568;572;366
7;Good;E;VS2;587;63;2912;569;573;335
73;Good;E;VS2;632;56;2912;575;576;364
8;Premium;E;SI1;612;60;2912;597;595;365
1;Fair;H;SI2;652;54;2912;63;622;408
1;Fair;I;SI1;66;56;2912;631;624;413
1;Fair;H;SI2;67;55;2912;625;612;416
